address,city,constraints_date,eviction_id,file_date,state,supervisor_district,zip,eviction_reason,latitude,longitude
0 Block Of Edinburgh  Street,San Francisco,,M182761,2018-09-26T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
200 Block Of Garces  Drive,San Francisco,,M182565,2018-09-14T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
200 Block Of Panorama  Drive,San Francisco,,M182541,2018-09-06T00:00:00.000,CA,7.0,94131.0,Other Cause,-122.416017227272,37.773939264637
0 Block Of Crespi  Drive,San Francisco,,M182669,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1300 Block Of Noe  Street,San Francisco,,M182548,2018-09-10T00:00:00.000,CA,8.0,94131.0,Roommate Same Unit,-122.416017227272,37.773939264637
3100 Block Of Webster  Street,San Francisco,,M182556,2018-09-13T00:00:00.000,CA,2.0,94123.0,Nuisance,-122.416017227272,37.773939264637
4300 Block Of 17th  Street,San Francisco,,M182671,2018-09-24T00:00:00.000,CA,8.0,94144.0,Capital Improvement,-122.416017227272,37.773939264637
0 Block Of Edinburgh  Street,San Francisco,,M182758,2018-09-21T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
0 Block Of Chumasero  Drive,San Francisco,,M182676,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Chumasero  Drive,San Francisco,,M182568,2018-09-14T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of 30th  Street,San Francisco,,M182562,2018-09-14T00:00:00.000,CA,9.0,94110.0,Nuisance,-122.416017227272,37.773939264637
600 Block Of 5th  Street,San Francisco,,M182670,2018-09-24T00:00:00.000,CA,6.0,94107.0,Other Cause,-122.416017227272,37.773939264637
100 Block Of Font  Boulevard,San Francisco,,M182563,2018-09-14T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
4200 Block Of Cesar Chavez  Street,San Francisco,2023-11-04T00:00:00.000,M182606,2018-09-14T00:00:00.000,CA,8.0,94131.0,Owner Move In,-122.416017227272,37.773939264637
100 Block Of Font  Boulevard,San Francisco,,M182567,2018-09-14T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Edinburgh  Street,San Francisco,,M182759,2018-09-21T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
400 Block Of Gonzalez  Drive,San Francisco,,M182679,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
200 Block Of Garces  Drive,San Francisco,,M182677,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Cambon  Drive,San Francisco,,M182673,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Alder  Street,San Francisco,,M182700,2018-09-26T00:00:00.000,CA,10.0,94134.0,Late Payments,-122.416017227272,37.773939264637
500 Block Of Filbert  Street,San Francisco,,M182663,2018-09-20T00:00:00.000,CA,3.0,94133.0,nan,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182564,2018-09-14T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
600 Block Of Waller  Street,San Francisco,,M182637,2018-09-14T00:00:00.000,CA,5.0,94117.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
300 Block Of Connecticut  Street,San Francisco,,M182557,2018-09-13T00:00:00.000,CA,10.0,94107.0,Roommate Same Unit,-122.416017227272,37.773939264637
100 Block Of Cambon  Drive,San Francisco,,M182566,2018-09-14T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
700 Block Of Guerrero  Street,San Francisco,,M182571,2018-09-17T00:00:00.000,CA,8.0,94110.0,Breach,-122.416017227272,37.773939264637
200 Block Of Chenery  Street,San Francisco,2023-11-06T00:00:00.000,M182602,2018-09-10T00:00:00.000,CA,8.0,94131.0,Owner Move In,-122.416017227272,37.773939264637
200 Block Of Green  Street,San Francisco,,M182574,2018-09-19T00:00:00.000,CA,3.0,94133.0,Capital Improvement,-122.416017227272,37.773939264637
100 Block Of Hartford  Street,San Francisco,2023-11-20T00:00:00.000,M182608,2018-09-24T00:00:00.000,CA,8.0,94114.0,Owner Move In,-122.416017227272,37.773939264637
100 Block Of 8th  Avenue,San Francisco,2023-10-13T00:00:00.000,M182437,2018-08-22T00:00:00.000,CA,1.0,94118.0,Owner Move In,-122.416017227272,37.773939264637
3300 Block Of 22nd  Street,San Francisco,,M182685,2018-09-24T00:00:00.000,CA,8.0,94110.0,Nuisance,-122.416017227272,37.773939264637
1300 Block Of Noe  Street,San Francisco,,M182549,2018-09-10T00:00:00.000,CA,8.0,94131.0,Nuisance,-122.416017227272,37.773939264637
100 Block Of Valparaiso  Street,San Francisco,,M182757,2018-09-19T00:00:00.000,CA,3.0,94133.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
1200 Block Of 21st  Avenue,San Francisco,,M182694,2018-09-25T00:00:00.000,CA,4.0,94122.0,Other Cause,-122.416017227272,37.773939264637
1200 Block Of Castro  Street,San Francisco,2023-11-06T00:00:00.000,M182603,2018-09-10T00:00:00.000,CA,8.0,94114.0,Owner Move In,-122.416017227272,37.773939264637
1100 Block Of Alabama  Street,San Francisco,,M182543,2018-09-07T00:00:00.000,CA,9.0,94110.0,Capital Improvement,-122.416017227272,37.773939264637
400 Block Of Ellis  Street,San Francisco,,M182560,2018-09-14T00:00:00.000,CA,6.0,94102.0,Nuisance,-122.416017227272,37.773939264637
100 Block Of Font  Boulevard,San Francisco,,M182678,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Delano  Avenue,San Francisco,,M182634,2018-09-12T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
100 Block Of Font  Boulevard,San Francisco,,M182684,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1200 Block Of 29th  Avenue,San Francisco,2023-09-26T00:00:00.000,M182600,2018-09-06T00:00:00.000,CA,4.0,94122.0,Owner Move In,-122.416017227272,37.773939264637
1200 Block Of Montgomery  Street,San Francisco,,M182554,2018-09-12T00:00:00.000,CA,3.0,94133.0,Nuisance,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182680,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
2000 Block Of Taylor  Street,San Francisco,2023-11-18T00:00:00.000,M182609,2018-09-24T00:00:00.000,CA,3.0,94133.0,Owner Move In,-122.416017227272,37.773939264637
500 Block Of 34th  Avenue,San Francisco,,M182664,2018-09-20T00:00:00.000,CA,1.0,94121.0,Nuisance,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182672,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
600 Block Of Waller  Street,San Francisco,,M182635,2018-09-14T00:00:00.000,CA,5.0,94117.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
500 Block Of Filbert  Street,San Francisco,,M182662,2018-09-20T00:00:00.000,CA,3.0,94133.0,Breach,-122.416017227272,37.773939264637
600 Block Of Spruce  Street,San Francisco,,M182703,2018-09-28T00:00:00.000,CA,2.0,94118.0,Breach,-122.416017227272,37.773939264637
1200 Block Of Larkin  Street,San Francisco,2023-10-30T00:00:00.000,M182604,2018-09-10T00:00:00.000,CA,3.0,94109.0,Owner Move In,-122.416017227272,37.773939264637
100 Block Of 6th  Street,San Francisco,,M182783,2018-10-09T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
300 Block Of Serrano  Drive,San Francisco,,M182877,2018-10-15T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Toledo  Way,San Francisco,,M182886,2018-10-16T00:00:00.000,CA,2.0,94123.0,Breach,-122.416017227272,37.773939264637
200 Block Of Sanchez  Street,San Francisco,,M182947,2018-10-24T00:00:00.000,CA,8.0,94114.0,Roommate Same Unit,-122.416017227272,37.773939264637
1100 Block Of Alabama  Street,San Francisco,,M182724,2018-10-09T00:00:00.000,CA,9.0,94110.0,Capital Improvement,-122.416017227272,37.773939264637
300 Block Of Otsego  Avenue,San Francisco,,M182788,2018-10-09T00:00:00.000,CA,11.0,94112.0,Breach,-122.416017227272,37.773939264637
900 Block Of San Jose  Avenue,San Francisco,,M182859,2018-10-12T00:00:00.000,CA,8.0,94110.0,Nuisance,-122.416017227272,37.773939264637
500 Block Of Bowdoin  Street,San Francisco,,M182876,2018-10-15T00:00:00.000,CA,9.0,94134.0,Nuisance,-122.416017227272,37.773939264637
500 Block Of Nevada  Street,San Francisco,,M182710,2018-10-02T00:00:00.000,CA,9.0,94110.0,Capital Improvement,-122.416017227272,37.773939264637
400 Block Of Vidal  Drive,San Francisco,,M183007,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Norton  Street,San Francisco,,M183023,2018-10-31T00:00:00.000,CA,11.0,94112.0,Breach,-122.416017227272,37.773939264637
100 Block Of Font  Boulevard,San Francisco,,M183001,2018-10-29T00:00:00.000,CA,7.0,94132.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Chumasero  Drive,San Francisco,,M183008,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
500 Block Of Chenery  Street,San Francisco,,M183029,2018-10-25T00:00:00.000,CA,8.0,94131.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
600 Block Of Clay  Street,San Francisco,,M182855,2018-10-11T00:00:00.000,CA,3.0,94111.0,Nuisance,-122.416017227272,37.773939264637
400 Block Of Serrano  Drive,San Francisco,,M183013,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
600 Block Of Banks  Street,San Francisco,,M181114,2018-04-04T00:00:00.000,CA,9.0,94110.0,Owner Move In,-122.416017227272,37.773939264637
200 Block Of Guerrero  Street,San Francisco,,M182995,2018-10-29T00:00:00.000,CA,8.0,94110.0,Capital Improvement,-122.416017227272,37.773939264637
0 Block Of Garces  Drive,San Francisco,,M183005,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
100 Block Of Caine  Avenue,San Francisco,,M182988,2018-10-26T00:00:00.000,CA,11.0,94112.0,Non-payment,-122.416017227272,37.773939264637
400 Block Of Leavenworth  Street,San Francisco,,M182796,2018-10-10T00:00:00.000,CA,6.0,94102.0,Capital Improvement,-122.416017227272,37.773939264637
1300 Block Of Sacramento  Street,San Francisco,,M182764,2018-10-05T00:00:00.000,CA,3.0,94109.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
2100 Block Of Stockton  Street,San Francisco,,M182706,2018-10-01T00:00:00.000,CA,3.0,94133.0,Nuisance,-122.416017227272,37.773939264637
900 Block Of Central  Avenue,San Francisco,2023-11-23T00:00:00.000,M182770,2018-10-09T00:00:00.000,CA,5.0,94115.0,Owner Move In,-122.416017227272,37.773939264637
1000 Block Of Bush  Street,San Francisco,,M182990,2018-10-26T00:00:00.000,CA,3.0,94109.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Russian Hill  Place,San Francisco,,M182942,2018-10-22T00:00:00.000,CA,3.0,94123.0,Roommate Same Unit,-122.416017227272,37.773939264637
100 Block Of Harvard  Street,San Francisco,,M182727,2018-10-09T00:00:00.000,CA,9.0,94134.0,Late Payments,-122.416017227272,37.773939264637
700 Block Of San Bruno  Avenue,San Francisco,,M182972,2018-10-18T00:00:00.000,CA,10.0,94107.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
0 Block Of Garces  Drive,San Francisco,,M183015,2018-10-25T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M183010,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
900 Block Of Randolph  Street,San Francisco,,M182899,2018-10-18T00:00:00.000,CA,11.0,94132.0,Non-payment,-122.416017227272,37.773939264637
1000 Block Of Bush  Street,San Francisco,,M182986,2018-10-25T00:00:00.000,CA,3.0,94109.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Stillman  Street,San Francisco,,M182998,2018-10-29T00:00:00.000,CA,6.0,94107.0,Nuisance,-122.416017227272,37.773939264637
400 Block Of Minna  Street,San Francisco,,M182828,2018-10-11T00:00:00.000,CA,6.0,94103.0,Non-payment,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182879,2018-10-15T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Rae  Avenue,San Francisco,2023-12-21T00:00:00.000,M182846,2018-10-26T00:00:00.000,CA,11.0,94112.0,Owner Move In,-122.416017227272,37.773939264637
1700 Block Of 28th  Avenue,San Francisco,2023-11-25T00:00:00.000,M182842,2018-10-12T00:00:00.000,CA,4.0,94122.0,Owner Move In,-122.416017227272,37.773939264637
1100 Block Of Clayton  Street,San Francisco,,M182705,2018-10-01T00:00:00.000,CA,5.0,94117.0,Nuisance,-122.416017227272,37.773939264637
1900 Block Of Jackson  Street,San Francisco,,M182839,2018-10-10T00:00:00.000,CA,2.0,94109.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
500 Block Of Taylor  Street,San Francisco,,M182996,2018-10-29T00:00:00.000,CA,3.0,94102.0,Late Payments,-122.416017227272,37.773939264637
1400 Block Of 19th  Avenue,San Francisco,2023-11-29T00:00:00.000,M182765,2018-10-01T00:00:00.000,CA,4.0,94122.0,Owner Move In,-122.416017227272,37.773939264637
400 Block Of Minna  Street,San Francisco,,M182852,2018-10-11T00:00:00.000,CA,6.0,94103.0,Non-payment,-122.416017227272,37.773939264637
2600 Block Of Folsom  Street,San Francisco,,M182708,2018-10-01T00:00:00.000,CA,9.0,94110.0,Nuisance,-122.416017227272,37.773939264637
1300 Block Of Sacramento  Street,San Francisco,,M182763,2018-10-05T00:00:00.000,CA,3.0,94109.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
400 Block Of Serrano  Drive,San Francisco,,M183006,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
300 Block Of Cambridge  Street,San Francisco,,M182971,2018-10-15T00:00:00.000,CA,9.0,94134.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
300 Block Of Bartlett  Street,San Francisco,2023-12-14T00:00:00.000,M182845,2018-10-17T00:00:00.000,CA,9.0,94110.0,Owner Move In,-122.416017227272,37.773939264637
3300 Block Of 21st  Street,San Francisco,,M182893,2018-10-17T00:00:00.000,CA,8.0,94110.0,Breach,-122.416017227272,37.773939264637
2900 Block Of Franklin  Street,San Francisco,2023-12-04T00:00:00.000,M182838,2018-10-11T00:00:00.000,CA,2.0,94123.0,Owner Move In,-122.416017227272,37.773939264637
0 Block Of Edinburgh  Street,San Francisco,,M182926,2018-10-05T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
400 Block Of Minna  Street,San Francisco,,M182853,2018-10-11T00:00:00.000,CA,6.0,94103.0,Non-payment,-122.416017227272,37.773939264637
100 Block Of 6th  Street,San Francisco,,M182728,2018-10-09T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
1900 Block Of 30th  Avenue,San Francisco,,M182762,2018-10-01T00:00:00.000,CA,4.0,94116.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
400 Block Of Leavenworth  Street,San Francisco,,M182794,2018-10-10T00:00:00.000,CA,6.0,94102.0,Capital Improvement,-122.416017227272,37.773939264637
100 Block Of Serrano  Drive,San Francisco,,M182723,2018-10-04T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
100 Block Of Garces  Drive,San Francisco,,M183002,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1000 Block Of Bush  Street,San Francisco,,M182987,2018-10-25T00:00:00.000,CA,3.0,94109.0,Nuisance,-122.416017227272,37.773939264637
400 Block Of Gonzalez  Drive,San Francisco,,M182890,2018-10-17T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1000 Block Of Folsom  Street,San Francisco,,M182948,2018-10-24T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
300 Block Of Balboa  Street,San Francisco,,M183024,2018-10-31T00:00:00.000,CA,1.0,94118.0,Nuisance,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M183004,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1300 Block Of Golden Gate  Avenue,San Francisco,,M182941,2018-10-22T00:00:00.000,CA,5.0,94115.0,Illegal Use,-122.416017227272,37.773939264637
1700 Block Of Filbert  Street,San Francisco,,M182858,2018-10-12T00:00:00.000,CA,2.0,94122.0,Breach,-122.416017227272,37.773939264637
300 Block Of Turk  Street,San Francisco,,M182792,2018-10-10T00:00:00.000,CA,6.0,94102.0,Breach,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M183012,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
300 Block Of Leavenworth  Street,San Francisco,,M182985,2018-10-25T00:00:00.000,CA,6.0,94102.0,Nuisance,-122.416017227272,37.773939264637
500 Block Of Ivy  Street,San Francisco,,M182872,2018-10-12T00:00:00.000,CA,5.0,94102.0,Nuisance,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M183003,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
3500 Block Of 23rd  Street,San Francisco,,M182939,2018-10-22T00:00:00.000,CA,8.0,94110.0,Late Payments,-122.416017227272,37.773939264637
700 Block Of Geary  Street,San Francisco,,M182795,2018-10-10T00:00:00.000,CA,6.0,94109.0,Nuisance,-122.416017227272,37.773939264637
2700 Block Of San Bruno  Avenue,San Francisco,,M181840,2018-06-15T00:00:00.000,CA,9.0,94134.0,Owner Move In,-122.416017227272,37.773939264637
100 Block Of 6th  Street,San Francisco,,M182854,2018-10-11T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
800 Block Of 33rd  Avenue,San Francisco,2023-12-11T00:00:00.000,M182844,2018-10-15T00:00:00.000,CA,1.0,94121.0,Owner Move In,-122.416017227272,37.773939264637
1700 Block Of 15th  Street,San Francisco,,M182720,2018-10-04T00:00:00.000,CA,8.0,94103.0,Unapproved Subtenant,-122.416017227272,37.773939264637
0 Block Of Stillman  Street,San Francisco,,M182997,2018-10-29T00:00:00.000,CA,6.0,94107.0,Breach,-122.416017227272,37.773939264637
0 Block Of Santa Ynez  Avenue,San Francisco,,M182969,2018-10-15T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
0 Block Of Crestline  Drive,San Francisco,,M182935,2018-10-19T00:00:00.000,CA,8.0,94131.0,Breach,-122.416017227272,37.773939264637
1700 Block Of North Point  Street,San Francisco,,M182949,2018-10-24T00:00:00.000,CA,2.0,94123.0,Nuisance,-122.416017227272,37.773939264637
2700 Block Of San Bruno  Avenue,San Francisco,,M181314,2018-04-30T00:00:00.000,CA,9.0,94134.0,Owner Move In,-122.416017227272,37.773939264637
100 Block Of Bridgeview  Drive,San Francisco,2023-11-30T00:00:00.000,M182769,2018-10-09T00:00:00.000,CA,10.0,94124.0,Owner Move In,-122.416017227272,37.773939264637
200 Block Of 4th  Avenue,San Francisco,2023-11-19T00:00:00.000,M182767,2018-10-01T00:00:00.000,CA,1.0,94118.0,Owner Move In,-122.416017227272,37.773939264637
700 Block Of Ellis  Street,San Francisco,,M182943,2018-10-22T00:00:00.000,CA,6.0,94109.0,Nuisance,-122.416017227272,37.773939264637
1900 Block Of Vallejo  Street,San Francisco,,M183019,2018-10-30T00:00:00.000,CA,2.0,94123.0,Breach,-122.416017227272,37.773939264637
300 Block Of 21st  Avenue,San Francisco,,M182704,2018-10-01T00:00:00.000,CA,1.0,94121.0,Capital Improvement,-122.416017227272,37.773939264637
3600 Block Of 20th  Street,San Francisco,,M182709,2018-10-01T00:00:00.000,CA,8.0,94110.0,Breach,-122.416017227272,37.773939264637
1300 Block Of Church  Street,San Francisco,2023-12-27T00:00:00.000,M182766,2018-10-01T00:00:00.000,CA,8.0,94114.0,Owner Move In,-122.416017227272,37.773939264637
1400 Block Of 48th  Avenue,San Francisco,,M183017,2018-10-30T00:00:00.000,CA,4.0,94122.0,Non-payment,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M183014,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
400 Block Of Minna  Street,San Francisco,,M182938,2018-10-19T00:00:00.000,CA,6.0,94103.0,Breach,-122.416017227272,37.773939264637
1400 Block Of 48th  Avenue,San Francisco,,M183018,2018-10-30T00:00:00.000,CA,4.0,94122.0,Non-payment,-122.416017227272,37.773939264637
1000 Block Of Huron  Avenue,San Francisco,,M182722,2018-10-04T00:00:00.000,CA,11.0,94112.0,Nuisance,-122.416017227272,37.773939264637
700 Block Of Gates  Street,San Francisco,,M182716,2018-10-03T00:00:00.000,CA,9.0,94110.0,Access Denial,-122.416017227272,37.773939264637
1600 Block Of Quint  Street,San Francisco,,M182894,2018-10-17T00:00:00.000,CA,10.0,94124.0,Other Cause,-122.416017227272,37.773939264637
2300 Block Of 45th  Avenue,San Francisco,,M182873,2018-10-15T00:00:00.000,CA,4.0,94118.0,Non-payment,-122.416017227272,37.773939264637
700 Block Of Kearny  Street,San Francisco,,M182784,2018-10-09T00:00:00.000,CA,3.0,94111.0,Breach,-122.416017227272,37.773939264637
700 Block Of Chenery  Street,San Francisco,,M182889,2018-10-17T00:00:00.000,CA,8.0,94131.0,Roommate Same Unit,-122.416017227272,37.773939264637
100 Block Of Crespi  Drive,San Francisco,,M182878,2018-10-15T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Turk  Street,San Francisco,,M183000,2018-10-29T00:00:00.000,CA,6.0,94102.0,Breach,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M183011,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
3700 Block Of 16th  Street,San Francisco,,M182719,2018-10-04T00:00:00.000,CA,8.0,94114.0,Capital Improvement,-122.416017227272,37.773939264637
100 Block Of Tingley  Street,San Francisco,,M182945,2018-10-24T00:00:00.000,CA,8.0,94112.0,Other Cause,-122.416017227272,37.773939264637
2500 Block Of Polk  Street,San Francisco,,M182902,2018-10-19T00:00:00.000,CA,2.0,94109.0,Non-payment,-122.416017227272,37.773939264637
300 Block Of Cambridge  Street,San Francisco,,M182970,2018-10-15T00:00:00.000,CA,9.0,94134.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
1100 Block Of Fell  Street,San Francisco,,M182786,2018-10-09T00:00:00.000,CA,5.0,94117.0,Breach,-122.416017227272,37.773939264637
400 Block Of Minna  Street,San Francisco,,M182826,2018-10-10T00:00:00.000,CA,6.0,94103.0,Non-payment,-122.416017227272,37.773939264637
1600 Block Of 48th  Avenue,San Francisco,,M183022,2018-10-31T00:00:00.000,CA,4.0,94122.0,Other Cause,-122.416017227272,37.773939264637
100 Block Of Harvard  Street,San Francisco,,M182726,2018-10-09T00:00:00.000,CA,9.0,94134.0,Non-payment,-122.416017227272,37.773939264637
400 Block Of Leavenworth  Street,San Francisco,,M182790,2018-10-10T00:00:00.000,CA,6.0,94102.0,Capital Improvement,-122.416017227272,37.773939264637
1200 Block Of 38th  Avenue,San Francisco,,M182937,2018-10-19T00:00:00.000,CA,4.0,94122.0,Non-payment,-122.416017227272,37.773939264637
200 Block Of 4th  Avenue,San Francisco,2023-12-04T00:00:00.000,M182843,2018-10-12T00:00:00.000,CA,1.0,94118.0,Owner Move In,-122.416017227272,37.773939264637
4200 Block Of Judah  Street,San Francisco,,M182707,2018-10-01T00:00:00.000,CA,4.0,94122.0,Nuisance,-122.416017227272,37.773939264637
400 Block Of Murray  Street,San Francisco,,M182840,2018-10-11T00:00:00.000,CA,9.0,94110.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
2100 Block Of 18th  Avenue,San Francisco,2023-11-26T00:00:00.000,M182768,2018-10-02T00:00:00.000,CA,7.0,94116.0,Owner Move In,-122.416017227272,37.773939264637
900 Block Of Randolph  Street,San Francisco,,M182897,2018-10-18T00:00:00.000,CA,11.0,94132.0,Breach,-122.416017227272,37.773939264637
3300 Block Of 23rd  Street,San Francisco,,M182892,2018-10-17T00:00:00.000,CA,9.0,94110.0,Breach,-122.416017227272,37.773939264637
200 Block Of Central  Avenue,San Francisco,,M183016,2018-10-30T00:00:00.000,CA,5.0,94117.0,Non-payment,-122.416017227272,37.773939264637
500 Block Of Taylor  Street,San Francisco,,M182989,2018-10-26T00:00:00.000,CA,3.0,94102.0,Non-payment,-122.416017227272,37.773939264637
3900 Block Of 18th  Street,San Francisco,,M182950,2018-10-24T00:00:00.000,CA,8.0,94114.0,Failure to Sign Renewal,-122.416017227272,37.773939264637
800 Block Of Post  Street,San Francisco,,M182718,2018-10-04T00:00:00.000,CA,6.0,94109.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Capp  Street,San Francisco,,M182785,2018-10-09T00:00:00.000,CA,9.0,94103.0,Other Cause,-122.416017227272,37.773939264637
700 Block Of Commercial  Street,San Francisco,,M182789,2018-10-10T00:00:00.000,CA,3.0,94108.0,Breach,-122.416017227272,37.773939264637
500 Block Of Taylor  Street,San Francisco,,M182944,2018-10-24T00:00:00.000,CA,3.0,94102.0,Non-payment,-122.416017227272,37.773939264637
1300 Block Of Alemany  Boulevard,San Francisco,,M182440,2018-09-04T00:00:00.000,CA,11.0,94112.0,Owner Move In,-122.416017227272,37.773939264637
200 Block Of Divisadero  Street,San Francisco,,M182898,2018-10-18T00:00:00.000,CA,5.0,94117.0,Nuisance,-122.416017227272,37.773939264637
400 Block Of Orizaba  Avenue,San Francisco,,M182895,2018-10-17T00:00:00.000,CA,11.0,94132.0,Other Cause,-122.416017227272,37.773939264637
1100 Block Of Alabama  Street,San Francisco,,M182725,2018-10-09T00:00:00.000,CA,9.0,94110.0,Capital Improvement,-122.416017227272,37.773939264637
800 Block Of Gonzalez  Drive,San Francisco,,M182715,2018-10-02T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
100 Block Of Teddy  Avenue,San Francisco,,M182991,2018-10-26T00:00:00.000,CA,10.0,94134.0,Late Payments,-122.416017227272,37.773939264637
800 Block Of Gonzalez  Drive,San Francisco,,M183009,2018-10-29T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
700 Block Of San Bruno  Avenue,San Francisco,,M182973,2018-10-18T00:00:00.000,CA,10.0,94107.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
300 Block Of Serrano  Drive,San Francisco,,M182880,2018-10-15T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
700 Block Of San Bruno  Avenue,San Francisco,,M181722,2018-06-01T00:00:00.000,CA,10.0,94107.0,Owner Move In,-122.416017227272,37.773939264637
1300 Block Of 41st  Avenue,San Francisco,,M182782,2018-10-09T00:00:00.000,CA,4.0,94122.0,Breach,-122.416017227272,37.773939264637
