address,city,constraints_date,eviction_id,file_date,state,supervisor_district,zip,eviction_reason,latitude,longitude
800 Block Of Fulton  Street,San Francisco,,M182097,2018-07-16T00:00:00.000,CA,5.0,94117.0,Nuisance,-122.416017227272,37.773939264637
200 Block Of Silver  Avenue,San Francisco,2023-07-23T00:00:00.000,M181949,2018-07-23T00:00:00.000,CA,11.0,94112.0,Owner Move In,-122.416017227272,37.773939264637
0 Block Of Oakwood  Street,San Francisco,,M180123,2018-01-17T00:00:00.000,CA,8.0,94110.0,Owner Move In,-122.416017227272,37.773939264637
1300 Block Of Market  Street,San Francisco,,M182206,2018-07-23T00:00:00.000,CA,6.0,94102.0,Capital Improvement,-122.416017227272,37.773939264637
100 Block Of Cambon  Drive,San Francisco,,M182103,2018-07-16T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
100 Block Of Tapia  Drive,San Francisco,,M182106,2018-07-16T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Powers  Avenue,San Francisco,,M182070,2018-07-12T00:00:00.000,CA,9.0,94110.0,Late Payments,-122.416017227272,37.773939264637
1100 Block Of Howard  Street,San Francisco,,M182237,2018-07-30T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
200 Block Of Mullen  Avenue,San Francisco,,M182093,2018-07-16T00:00:00.000,CA,9.0,94110.0,Non-payment,-122.416017227272,37.773939264637
1100 Block Of Florida  Street,San Francisco,,M182231,2018-07-30T00:00:00.000,CA,9.0,94110.0,Roommate Same Unit,-122.416017227272,37.773939264637
1000 Block Of Powell  Street,San Francisco,,M182140,2018-07-18T00:00:00.000,CA,3.0,94108.0,Breach,-122.416017227272,37.773939264637
600 Block Of Linden  Street,San Francisco,,M182113,2018-07-17T00:00:00.000,CA,5.0,94102.0,Nuisance,-122.416017227272,37.773939264637
1300 Block Of Market  Street,San Francisco,,M182083,2018-07-13T00:00:00.000,CA,6.0,94102.0,Capital Improvement,-122.416017227272,37.773939264637
1300 Block Of La Playa  Street,San Francisco,,M182227,2018-07-27T00:00:00.000,CA,,94122.0,Non-payment,-122.416017227272,37.773939264637
100 Block Of Leland  Avenue,San Francisco,,M182226,2018-07-27T00:00:00.000,CA,10.0,94134.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Banneker  Way,San Francisco,,RE01188,1997-02-05T00:00:00.000,CA,,94102.0,Other Cause,-122.416017227272,37.773939264637
200 Block Of Bank  Street,San Francisco,,M153406,2015-12-16T00:00:00.000,CA,,94110.0,Roommate Same Unit,-122.416017227272,37.773939264637
100 Block Of Mallorca  Street,San Francisco,,E992019,1999-10-12T00:00:00.000,CA,,94123.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
200 Block Of Wheeler   Street,San Francisco,,M010954,2001-05-18T00:00:00.000,CA,,94134.0,Owner Move In,-122.416017227272,37.773939264637
700 Block Of Shotwell  Street,San Francisco,2023-10-03T00:00:00.000,M182295,2018-08-08T00:00:00.000,CA,9.0,94110.0,Owner Move In,-122.416017227272,37.773939264637
300 Block Of Broadway  Street,San Francisco,,M182535,2018-08-31T00:00:00.000,CA,,94133.0,Late Payments,-122.416017227272,37.773939264637
0 Block Of Central  Avenue,San Francisco,,M182529,2018-08-28T00:00:00.000,CA,5.0,94117.0,Other Cause,-122.416017227272,37.773939264637
400 Block Of Ellis  Street,San Francisco,,M182533,2018-08-30T00:00:00.000,CA,6.0,94102.0,Nuisance,-122.416017227272,37.773939264637
2200 Block Of 39th  Avenue,San Francisco,,M182357,2018-08-06T00:00:00.000,CA,4.0,94116.0,Nuisance,-122.416017227272,37.773939264637
1600 Block Of Market  Street,San Francisco,,M182423,2018-08-16T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Chumasero  Drive,San Francisco,,M182472,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1100 Block Of Gilman  Avenue,San Francisco,,M182452,2018-08-20T00:00:00.000,CA,10.0,94124.0,Breach,-122.416017227272,37.773939264637
1200 Block Of Mission  Street,San Francisco,,M182449,2018-08-17T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
1200 Block Of Mission  Street,San Francisco,,M182488,2018-08-27T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
400 Block Of Jones  Street,San Francisco,,M182377,2018-08-10T00:00:00.000,CA,6.0,94102.0,Nuisance,-122.416017227272,37.773939264637
2200 Block Of Sacramento  Street,San Francisco,,M182344,2018-08-03T00:00:00.000,CA,2.0,94115.0,Capital Improvement,-122.416017227272,37.773939264637
100 Block Of Venus  Street,San Francisco,2023-10-26T00:00:00.000,M182291,2018-08-03T00:00:00.000,CA,10.0,94124.0,Owner Move In,-122.416017227272,37.773939264637
200 Block Of Monterey  Boulevard,San Francisco,,M181305,2018-04-23T00:00:00.000,CA,7.0,94131.0,Owner Move In,-122.416017227272,37.773939264637
600 Block Of Larkin  Street,San Francisco,,M182371,2018-08-09T00:00:00.000,CA,6.0,94109.0,Nuisance,-122.416017227272,37.773939264637
4400 Block Of Ulloa  Street,San Francisco,2023-10-13T00:00:00.000,M182439,2018-08-27T00:00:00.000,CA,4.0,94116.0,Owner Move In,-122.416017227272,37.773939264637
5400 Block Of Diamond Heights  Boulevard,San Francisco,,M080246,2008-02-14T00:00:00.000,CA,8.0,94131.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
6100 Block Of California  Street,San Francisco,,M182406,2018-08-14T00:00:00.000,CA,1.0,94121.0,Breach,-122.416017227272,37.773939264637
3100 Block Of 21st  Street,San Francisco,,M172644,2017-10-20T00:00:00.000,CA,9.0,94110.0,Nuisance,-122.416017227272,37.773939264637
1000 Block Of Palou  Avenue,San Francisco,,M182355,2018-08-06T00:00:00.000,CA,10.0,94124.0,Nuisance,-122.416017227272,37.773939264637
1200 Block Of 46th  Avenue,San Francisco,,M182508,2018-08-20T00:00:00.000,CA,4.0,94122.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
0 Block Of Castillo  Street,San Francisco,,M182490,2018-08-27T00:00:00.000,CA,10.0,94134.0,Nuisance,-122.416017227272,37.773939264637
900 Block Of Bay  Street,San Francisco,,M182451,2018-08-20T00:00:00.000,CA,2.0,94109.0,Nuisance,-122.416017227272,37.773939264637
100 Block Of Tapia  Drive,San Francisco,,M182401,2018-08-13T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
300 Block Of Serrano  Drive,San Francisco,,M182399,2018-08-13T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1900 Block Of Powell  Street,San Francisco,2023-10-06T00:00:00.000,M182431,2018-08-13T00:00:00.000,CA,3.0,94133.0,Owner Move In,-122.416017227272,37.773939264637
1200 Block Of Bush  Street,San Francisco,,M182337,2018-08-02T00:00:00.000,CA,3.0,94109.0,Capital Improvement,-122.416017227272,37.773939264637
2400 Block Of 23rd  Avenue,San Francisco,2023-09-01T00:00:00.000,M182293,2018-08-06T00:00:00.000,CA,4.0,94116.0,Owner Move In,-122.416017227272,37.773939264637
100 Block Of Bay  Street,San Francisco,,M182354,2018-08-06T00:00:00.000,CA,3.0,94133.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Grafton  Avenue,San Francisco,,M181128,2018-04-06T00:00:00.000,CA,11.0,94112.0,Owner Move In,-122.416017227272,37.773939264637
400 Block Of 5th  Avenue,San Francisco,,M182425,2018-08-16T00:00:00.000,CA,1.0,94118.0,Nuisance,-122.416017227272,37.773939264637
200 Block Of 19th  Avenue,San Francisco,,M182341,2018-08-03T00:00:00.000,CA,1.0,94121.0,Late Payments,-122.416017227272,37.773939264637
600 Block Of Guerrero  Street,San Francisco,,M182359,2018-08-06T00:00:00.000,CA,8.0,94110.0,Non-payment,-122.416017227272,37.773939264637
300 Block Of Douglass  Street,San Francisco,,M182415,2018-08-13T00:00:00.000,CA,8.0,94114.0,Nuisance,-122.416017227272,37.773939264637
600 Block Of Vienna  Street,San Francisco,,M182499,2018-08-17T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
2500 Block Of 40th  Avenue,San Francisco,,M181508,2018-05-10T00:00:00.000,CA,4.0,94116.0,Owner Move In,-122.416017227272,37.773939264637
5400 Block Of Diamond Heights  Boulevard,San Francisco,,M080243,2008-02-14T00:00:00.000,CA,8.0,94131.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
1300 Block Of Utah  Street,San Francisco,,M182491,2018-08-27T00:00:00.000,CA,10.0,94110.0,Nuisance,-122.416017227272,37.773939264637
2200 Block Of Sacramento  Street,San Francisco,,M182345,2018-08-03T00:00:00.000,CA,2.0,94115.0,Capital Improvement,-122.416017227272,37.773939264637
400 Block Of 18th  Avenue,San Francisco,2023-10-07T00:00:00.000,M182296,2018-08-09T00:00:00.000,CA,1.0,94121.0,Owner Move In,-122.416017227272,37.773939264637
600 Block Of 10th  Avenue,San Francisco,,M182463,2018-08-22T00:00:00.000,CA,1.0,94118.0,Breach,-122.416017227272,37.773939264637
0 Block Of Clarence  Place,San Francisco,,M182497,2018-08-30T00:00:00.000,CA,6.0,94107.0,Non-payment,-122.416017227272,37.773939264637
2800 Block Of 23rd  Street,San Francisco,,M182376,2018-08-10T00:00:00.000,CA,9.0,94110.0,Nuisance,-122.416017227272,37.773939264637
100 Block Of Cambon  Drive,San Francisco,,M182473,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Cervantes  Boulevard,San Francisco,,M182527,2018-08-28T00:00:00.000,CA,2.0,94123.0,Breach,-122.416017227272,37.773939264637
0 Block Of Carl  Street,San Francisco,,M182424,2018-08-16T00:00:00.000,CA,5.0,94117.0,Other Cause,-122.416017227272,37.773939264637
2900 Block Of Buchanan  Street,San Francisco,,M182340,2018-08-03T00:00:00.000,CA,2.0,94123.0,Nuisance,-122.416017227272,37.773939264637
300 Block Of Serrano  Drive,San Francisco,,M182478,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
0 Block Of Castillo  Street,San Francisco,,M182489,2018-08-27T00:00:00.000,CA,10.0,94134.0,Nuisance,-122.416017227272,37.773939264637
700 Block Of Kearny  Street,San Francisco,,M182469,2018-08-24T00:00:00.000,CA,3.0,94111.0,Breach,-122.416017227272,37.773939264637
2200 Block Of Sacramento  Street,San Francisco,,M182343,2018-08-03T00:00:00.000,CA,2.0,94115.0,Capital Improvement,-122.416017227272,37.773939264637
1600 Block Of Market  Street,San Francisco,,M182468,2018-08-24T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
1200 Block Of Visitacion  Avenue,San Francisco,,M182429,2018-08-16T00:00:00.000,CA,10.0,94134.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
2500 Block Of 33rd  Avenue,San Francisco,,M182509,2018-08-21T00:00:00.000,CA,4.0,94116.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
700 Block Of Athens  Street,San Francisco,,M181398,2018-05-04T00:00:00.000,CA,11.0,94112.0,Owner Move In,-122.416017227272,37.773939264637
3600 Block Of 16th  Street,San Francisco,,M182532,2018-08-29T00:00:00.000,CA,8.0,94114.0,Breach,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182398,2018-08-13T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
600 Block Of Castro  Street,San Francisco,,M182518,2018-08-24T00:00:00.000,CA,8.0,94114.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
3100 Block Of 24th  Street,San Francisco,,M182460,2018-08-21T00:00:00.000,CA,9.0,94110.0,Breach,-122.416017227272,37.773939264637
1500 Block Of Hudson  Avenue,San Francisco,,M182583,2018-08-29T00:00:00.000,CA,10.0,94124.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
100 Block Of Landers  Street,San Francisco,,M182356,2018-08-06T00:00:00.000,CA,8.0,94114.0,Non-payment,-122.416017227272,37.773939264637
800 Block Of Sutter  Street,San Francisco,,M182370,2018-08-09T00:00:00.000,CA,3.0,94109.0,Breach,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182400,2018-08-13T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
2200 Block Of 20th  Avenue,San Francisco,,M182454,2018-08-20T00:00:00.000,CA,4.0,94116.0,Breach,-122.416017227272,37.773939264637
1000 Block Of Pine  Street,San Francisco,,M182538,2018-08-31T00:00:00.000,CA,3.0,94109.0,Nuisance,-122.416017227272,37.773939264637
400 Block Of Serrano  Drive,San Francisco,,M182479,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
300 Block Of Douglass  Street,San Francisco,,M182369,2018-08-08T00:00:00.000,CA,8.0,94114.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of 8th  Street,San Francisco,,M182336,2018-08-02T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
700 Block Of Shotwell  Street,San Francisco,2023-10-03T00:00:00.000,M182294,2018-08-06T00:00:00.000,CA,9.0,94110.0,Owner Move In,-122.416017227272,37.773939264637
2200 Block Of Sacramento  Street,San Francisco,,M182346,2018-08-03T00:00:00.000,CA,2.0,94115.0,Capital Improvement,-122.416017227272,37.773939264637
1200 Block Of California  Street,San Francisco,,M182339,2018-08-03T00:00:00.000,CA,3.0,94109.0,Roommate Same Unit,-122.416017227272,37.773939264637
0 Block Of Chumasero  Drive,San Francisco,,M182476,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
2700 Block Of Folsom  Street,San Francisco,,M182498,2018-08-30T00:00:00.000,CA,9.0,94110.0,Non-payment,-122.416017227272,37.773939264637
1300 Block Of 27th  Avenue,San Francisco,2023-10-06T00:00:00.000,M182434,2018-08-13T00:00:00.000,CA,4.0,94122.0,Owner Move In,-122.416017227272,37.773939264637
0 Block Of Edinburgh  Street,San Francisco,,M181757,2018-06-08T00:00:00.000,CA,11.0,94112.0,Owner Move In,-122.416017227272,37.773939264637
800 Block Of Post  Street,San Francisco,,M182465,2018-08-23T00:00:00.000,CA,6.0,94109.0,Nuisance,-122.416017227272,37.773939264637
200 Block Of Head  Street,San Francisco,,M182466,2018-08-23T00:00:00.000,CA,7.0,94132.0,Non-payment,-122.416017227272,37.773939264637
1200 Block Of Mission  Street,San Francisco,,M182531,2018-08-29T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
2200 Block Of Sacramento  Street,San Francisco,,M182347,2018-08-03T00:00:00.000,CA,2.0,94115.0,Capital Improvement,-122.416017227272,37.773939264637
300 Block Of Douglass  Street,San Francisco,,M182342,2018-08-03T00:00:00.000,CA,8.0,94117.0,Nuisance,-122.416017227272,37.773939264637
1300 Block Of 27th  Avenue,San Francisco,2023-10-06T00:00:00.000,M182433,2018-08-13T00:00:00.000,CA,4.0,94122.0,Owner Move In,-122.416017227272,37.773939264637
400 Block Of Ofarrell   Street,San Francisco,,E992507,1999-12-13T00:00:00.000,CA,6.0,94102.0,Late Payments,-122.416017227272,37.773939264637
300 Block Of Serrano  Drive,San Francisco,,M182397,2018-08-13T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
800 Block Of Church  Street,San Francisco,,M182530,2018-08-29T00:00:00.000,CA,8.0,94114.0,Nuisance,-122.416017227272,37.773939264637
700 Block Of Ellis  Street,San Francisco,,M182453,2018-08-20T00:00:00.000,CA,6.0,94109.0,Nuisance,-122.416017227272,37.773939264637
2200 Block Of 20th  Avenue,San Francisco,,M181869,2018-06-25T00:00:00.000,CA,4.0,94116.0,Owner Move In,-122.416017227272,37.773939264637
1200 Block Of Sacramento  Street,San Francisco,,M182361,2018-08-06T00:00:00.000,CA,3.0,94108.0,Late Payments,-122.416017227272,37.773939264637
5400 Block Of Diamond Heights  Boulevard,San Francisco,,M080245,2008-02-14T00:00:00.000,CA,8.0,94131.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182475,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
2000 Block Of 45th  Avenue,San Francisco,2023-10-09T00:00:00.000,M182435,2018-08-13T00:00:00.000,CA,4.0,94116.0,Owner Move In,-122.416017227272,37.773939264637
700 Block Of Corbett  Avenue,San Francisco,,M182430,2018-08-16T00:00:00.000,CA,8.0,94131.0,Capital Improvement,-122.416017227272,37.773939264637
300 Block Of Leavenworth  Street,San Francisco,,M182373,2018-08-10T00:00:00.000,CA,6.0,94102.0,Nuisance,-122.416017227272,37.773939264637
500 Block Of Naples  Street,San Francisco,,M182411,2018-08-15T00:00:00.000,CA,11.0,94112.0,Other Cause,-122.416017227272,37.773939264637
3000 Block Of Santiago  Street,San Francisco,,M182467,2018-08-24T00:00:00.000,CA,4.0,94116.0,Nuisance,-122.416017227272,37.773939264637
700 Block Of Gates  Street,San Francisco,,M182537,2018-08-31T00:00:00.000,CA,9.0,94110.0,Other Cause,-122.416017227272,37.773939264637
400 Block Of Serrano  Drive,San Francisco,,M182480,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
5400 Block Of Diamond Heights  Boulevard,San Francisco,,M080244,2008-02-14T00:00:00.000,CA,8.0,94131.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182471,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1300 Block Of Jones  Street,San Francisco,,M182528,2018-08-28T00:00:00.000,CA,3.0,94109.0,Breach,-122.416017227272,37.773939264637
500 Block Of Church  Street,San Francisco,,M182534,2018-08-30T00:00:00.000,CA,8.0,94114.0,Late Payments,-122.416017227272,37.773939264637
1200 Block Of Hyde  Street,San Francisco,,M182372,2018-08-10T00:00:00.000,CA,3.0,94109.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Chumasero  Drive,San Francisco,,M182477,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
800 Block Of Gonzalez  Drive,San Francisco,,M182470,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
300 Block Of Serrano  Drive,San Francisco,,M182474,2018-08-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
600 Block Of Castro  Street,San Francisco,,M182519,2018-08-24T00:00:00.000,CA,8.0,94114.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
1900 Block Of Powell  Street,San Francisco,2023-09-21T00:00:00.000,M182432,2018-08-13T00:00:00.000,CA,3.0,94133.0,Owner Move In,-122.416017227272,37.773939264637
500 Block Of Post  Street,San Francisco,,M182446,2018-08-17T00:00:00.000,CA,3.0,94102.0,Nuisance,-122.416017227272,37.773939264637
1100 Block Of Mission  Street,San Francisco,,M182358,2018-08-06T00:00:00.000,CA,6.0,94103.0,Breach,-122.416017227272,37.773939264637
1200 Block Of Hyde  Street,San Francisco,,M182410,2018-08-15T00:00:00.000,CA,3.0,94109.0,Nuisance,-122.416017227272,37.773939264637
1700 Block Of Market  Street,San Francisco,,M182335,2018-08-02T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
1300 Block Of Utah  Street,San Francisco,,M182450,2018-08-17T00:00:00.000,CA,10.0,94110.0,Nuisance,-122.416017227272,37.773939264637
1300 Block Of Utah  Street,San Francisco,,M182447,2018-08-17T00:00:00.000,CA,10.0,94110.0,Nuisance,-122.416017227272,37.773939264637
900 Block Of Steiner  Street,San Francisco,,M182464,2018-08-22T00:00:00.000,CA,5.0,94117.0,Breach,-122.416017227272,37.773939264637
2800 Block Of 23rd  Street,San Francisco,,M182375,2018-08-10T00:00:00.000,CA,9.0,94110.0,Breach,-122.416017227272,37.773939264637
1000 Block Of Bush  Street,San Francisco,,M182455,2018-08-20T00:00:00.000,CA,3.0,94109.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Forest Knolls  Drive,San Francisco,2023-10-01T00:00:00.000,M182292,2018-08-03T00:00:00.000,CA,7.0,94131.0,Owner Move In,-122.416017227272,37.773939264637
100 Block Of Onondaga  Avenue,San Francisco,,M182536,2018-08-31T00:00:00.000,CA,11.0,94112.0,Non-payment,-122.416017227272,37.773939264637
1500 Block Of Bay  Street,San Francisco,,M182412,2018-08-15T00:00:00.000,CA,2.0,94123.0,Breach,-122.416017227272,37.773939264637
6100 Block Of California  Street,San Francisco,,M182414,2018-08-15T00:00:00.000,CA,1.0,94121.0,Nuisance,-122.416017227272,37.773939264637
100 Block Of Lucky  Street,San Francisco,,M182396,2018-08-13T00:00:00.000,CA,9.0,94110.0,Other Cause,-122.416017227272,37.773939264637
1300 Block Of Folsom  Street,San Francisco,,M182492,2018-08-27T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
700 Block Of 20th  Avenue,San Francisco,,M181005,2018-04-03T00:00:00.000,CA,1.0,94121.0,Nuisance,-122.416017227272,37.773939264637
6100 Block Of California  Street,San Francisco,,M182407,2018-08-14T00:00:00.000,CA,1.0,94121.0,Non-payment,-122.416017227272,37.773939264637
600 Block Of Guerrero  Street,San Francisco,,M182360,2018-08-06T00:00:00.000,CA,8.0,94110.0,Non-payment,-122.416017227272,37.773939264637
1600 Block Of Market  Street,San Francisco,,M182422,2018-08-16T00:00:00.000,CA,6.0,94103.0,Breach,-122.416017227272,37.773939264637
3100 Block Of 24th  Street,San Francisco,,M182461,2018-08-21T00:00:00.000,CA,9.0,94110.0,Nuisance,-122.416017227272,37.773939264637
1500 Block Of Kirkwood  Avenue,San Francisco,,M182462,2018-08-22T00:00:00.000,CA,10.0,94124.0,Late Payments,-122.416017227272,37.773939264637
1600 Block Of Market  Street,San Francisco,,M182448,2018-08-17T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
1700 Block Of Market  Street,San Francisco,,M182334,2018-08-02T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
300 Block Of Leavenworth  Street,San Francisco,,M182374,2018-08-10T00:00:00.000,CA,6.0,94102.0,Nuisance,-122.416017227272,37.773939264637
3600 Block Of Mission  Street,San Francisco,2023-11-25T00:00:00.000,M182610,2018-09-27T00:00:00.000,CA,8.0,94110.0,Owner Move In,-122.416017227272,37.773939264637
300 Block Of Arballo  Drive,San Francisco,,M182675,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
100 Block Of Hanover  Street,San Francisco,,M182756,2018-09-21T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
0 Block Of Garces  Drive,San Francisco,,M182569,2018-09-14T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
4700 Block Of Mission  Street,San Francisco,,M182699,2018-09-26T00:00:00.000,CA,11.0,94112.0,nan,-122.416017227272,37.773939264637
100 Block Of Garces  Drive,San Francisco,,M182683,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
600 Block Of Spruce  Street,San Francisco,,M182544,2018-09-07T00:00:00.000,CA,2.0,94118.0,Breach,-122.416017227272,37.773939264637
900 Block Of Washington  Street,San Francisco,,M182545,2018-09-07T00:00:00.000,CA,3.0,94108.0,Unapproved Subtenant,-122.416017227272,37.773939264637
2000 Block Of Lane  Street,San Francisco,,M182542,2018-09-06T00:00:00.000,CA,10.0,94124.0,Non-payment,-122.416017227272,37.773939264637
1200 Block Of Montgomery  Street,San Francisco,,M182553,2018-09-12T00:00:00.000,CA,3.0,94133.0,Illegal Use,-122.416017227272,37.773939264637
600 Block Of Waller  Street,San Francisco,,M182636,2018-09-14T00:00:00.000,CA,5.0,94117.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
400 Block Of Castro  Street,San Francisco,,M182693,2018-09-25T00:00:00.000,CA,8.0,94114.0,Illegal Use,-122.416017227272,37.773939264637
0 Block Of Delano  Avenue,San Francisco,,M182633,2018-09-12T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
1800 Block Of Jackson  Street,San Francisco,,M182661,2018-09-20T00:00:00.000,CA,2.0,94109.0,Breach,-122.416017227272,37.773939264637
0 Block Of Edinburgh  Street,San Francisco,,M182760,2018-09-26T00:00:00.000,CA,11.0,94112.0,Ellis Act Withdrawal,-122.416017227272,37.773939264637
300 Block Of Dolores  Street,San Francisco,,M182540,2018-09-05T00:00:00.000,CA,8.0,94110.0,Breach,-122.416017227272,37.773939264637
300 Block Of London  Street,San Francisco,,M182573,2018-09-18T00:00:00.000,CA,11.0,94112.0,Nuisance,-122.416017227272,37.773939264637
700 Block Of Kearny  Street,San Francisco,,M182551,2018-09-11T00:00:00.000,CA,3.0,94111.0,Breach,-122.416017227272,37.773939264637
1300 Block Of 6th  Avenue,San Francisco,,M182701,2018-09-28T00:00:00.000,CA,5.0,94122.0,Nuisance,-122.416017227272,37.773939264637
1200 Block Of 41st  Avenue,San Francisco,2023-11-07T00:00:00.000,M182605,2018-09-10T00:00:00.000,CA,4.0,94122.0,Owner Move In,-122.416017227272,37.773939264637
2900 Block Of San Bruno  Avenue,San Francisco,,M182702,2018-09-28T00:00:00.000,CA,9.0,94134.0,Breach,-122.416017227272,37.773939264637
2500 Block Of San Bruno  Avenue,San Francisco,,M182558,2018-09-13T00:00:00.000,CA,9.0,94134.0,Breach,-122.416017227272,37.773939264637
3600 Block Of 16th  Street,San Francisco,,M182552,2018-09-12T00:00:00.000,CA,8.0,94114.0,Breach,-122.416017227272,37.773939264637
0 Block Of Rausch  Street,San Francisco,,M182696,2018-09-25T00:00:00.000,CA,6.0,94103.0,Capital Improvement,-122.416017227272,37.773939264637
100 Block Of Columbus  Avenue,San Francisco,,M182695,2018-09-25T00:00:00.000,CA,3.0,94133.0,Late Payments,-122.416017227272,37.773939264637
400 Block Of Serrano  Drive,San Francisco,,M182674,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
3200 Block Of Wawona  Street,San Francisco,,M182547,2018-09-10T00:00:00.000,CA,4.0,94116.0,Non-payment,-122.416017227272,37.773939264637
1300 Block Of Alemany  Boulevard,San Francisco,2023-11-12T00:00:00.000,M182607,2018-09-17T00:00:00.000,CA,11.0,94112.0,Owner Move In,-122.416017227272,37.773939264637
0 Block Of Turk  Street,San Francisco,,M182698,2018-09-26T00:00:00.000,CA,6.0,94102.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Bucareli  Drive,San Francisco,,M182668,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
3100 Block Of Webster  Street,San Francisco,,M182555,2018-09-13T00:00:00.000,CA,2.0,94123.0,Breach,-122.416017227272,37.773939264637
0 Block Of Crespi  Drive,San Francisco,,M182682,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
1100 Block Of Mission  Street,San Francisco,,M182561,2018-09-14T00:00:00.000,CA,6.0,94103.0,Nuisance,-122.416017227272,37.773939264637
0 Block Of Chumasero  Drive,San Francisco,,M182681,2018-09-24T00:00:00.000,CA,7.0,94132.0,Breach,-122.416017227272,37.773939264637
800 Block Of Post  Street,San Francisco,,M182697,2018-09-26T00:00:00.000,CA,6.0,94109.0,Nuisance,-122.416017227272,37.773939264637
3300 Block Of 23rd  Street,San Francisco,,M182660,2018-09-20T00:00:00.000,CA,9.0,94110.0,Breach,-122.416017227272,37.773939264637
